NO,시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),동,층,매수자,매도자,건축년도,도로명,해제사유발생일,거래유형,중개사소재지,등기일자
3242,경기도 수원시 영통구 이의동,1226,1226,0,광교 해모로 아파트,74.58,202511,28,70000,8004,6,개인,개인,2011,광교로 286,-,중개거래,경기 수원시 영통구,26.02.06
3243,경기도 수원시 영통구 이의동,1353,1353,0,자연앤자이2단지,101.26,202511,28,169000,5205,12,개인,개인,2012,에듀타운로 65,-,중개거래,경기 수원시 영통구,25.11.28
3244,경기도 수원시 영통구 영통동,1046-1,1046,1,청명마을삼성,119.871,202511,28,81000,438,7,개인,개인,2001,청명북로 33,-,중개거래,경기 수원시 영통구,26.02.20
3245,경기도 수원시 영통구 영통동,1153,1153,0,영통아이파크,84.9985,202511,28,47250,웨스트윙,24,개인,개인,2006,삼성로320번길 62,-,중개거래,경기 수원시 영통구,26.01.22
3246,경기도 수원시 영통구 영통동,948-4,948,4,영통센트럴파크뷰,59.99,202511,28,42000,105,11,개인,개인,1999,영통로514번길 53,-,중개거래,경기 수원시 영통구,26.01.15
3247,경기도 수원시 영통구 매탄동,1352,1352,0,매탄위브하늘채,103.6419,202511,28,82000,115,7,개인,개인,2008,효원로 363,-,중개거래,경기 수원시 영통구,26.02.23
3248,경기도 수원시 영통구 영통동,955-1,955,1,황골마을주공1,59.99,202511,28,42500,132,20,개인,개인,1997,영통로 498,-,중개거래,경기 수원시 영통구,26.02.05
3249,경기도 수원시 영통구 신동,940,940,0,래미안영통마크원2단지,84.94,202511,28,85000,203,16,개인,개인,2013,삼성로 11,-,중개거래,경기 수원시 영통구,26.02.20
3250,경기도 수원시 영통구 원천동,628,628,0,영흥숲푸르지오파크비엔,84.9954,202511,28,90000,104동,4,개인,개인,2023,영흥숲길 50,-,중개거래,경기 수원시 영통구,25.12.30
3251,경기도 수원시 영통구 망포동,728,728,0,힐스테이트영통,84.8897,202511,28,114000,104동,27,개인,개인,2017,덕영대로 1462-14,-,중개거래,경기 수원시 영통구,26.02.24
3252,경기도 수원시 영통구 망포동,718,718,0,센트럴하이츠,59.8319,202511,28,60000,302,6,개인,개인,2010,영통로154번길 51-16,-,중개거래,경기 수원시 영통구,26.02.25
3253,경기도 수원시 영통구 원천동,604,604,0,광교더샵,91.2841,202511,28,134000,103,36,개인,개인,2018,광교호수로 15,-,중개거래,경기 수원시 영통구,26.03.17
3254,경기도 수원시 영통구 영통동,1025-6,1025,6,영통마크타워,21.89,202511,28,14300,-,11,개인,개인,2017,청명로 10,-,중개거래,경기 수원시 영통구,26.01.06
3255,경기도 수원시 영통구 망포동,800,800,0,영통자이,59.9614,202511,27,57900,104,18,개인,개인,2022,영통로89번길 83,-,중개거래,"경기 수원시 영통구, 경기 화성시 동탄구",26.01.30
3256,경기도 수원시 영통구 영통동,1052-2,1052,2,황골마을(쌍용),59.8,202511,27,41560,243,20,개인,개인,1998,봉영로1744번길 16,-,중개거래,경기 수원시 영통구,26.02.25
3257,경기도 수원시 영통구 영통동,970-3,970,3,벽적골9단지주공,59.39,202511,27,54600,908,19,개인,개인,1999,봉영로1517번길 27,-,중개거래,경기 수원시 영통구,26.02.05
3258,경기도 수원시 영통구 영통동,948-4,948,4,영통센트럴파크뷰,59.8,202511,27,38000,113,4,개인,개인,1999,영통로514번길 53,-,중개거래,경기 수원시 영통구,26.02.03
3259,경기도 수원시 영통구 영통동,964-5,964,5,신나무실휴먼시아5단지,49.59,202511,27,31000,517,13,개인,개인,1997,영통로290번길 25,-,중개거래,"경기 성남시 분당구, 경기 수원시 영통구",25.12.31
3260,경기도 수원시 영통구 영통동,1052-2,1052,2,황골마을(쌍용),59.79,202511,27,39300,241,13,개인,개인,1998,봉영로1744번길 16,-,중개거래,경기 수원시 영통구,26.01.02
3261,경기도 수원시 영통구 영통동,957-6,957,6,영통에듀파크(321동~327동),84.96,202511,27,84700,322,13,개인,개인,1997,청명로 132,-,중개거래,"경기 수원시 영통구, 경기 화성시 동탄구",26.02.27
3262,경기도 수원시 영통구 영통동,1093,1093,0,영통3풍림아이원,124.251,202511,27,60000,105,14,개인,개인,2002,봉영로1482번길 18,-,중개거래,경기 수원시 영통구,26.01.23
3263,경기도 수원시 영통구 망포동,720,720,0,그대가프리미어,101.6675,202511,27,92500,104,11,개인,개인,2010,덕영대로1484번길 21,-,중개거래,경기 수원시 영통구,26.01.15
3264,경기도 수원시 영통구 망포동,488,488,0,늘푸른벽산,114.954,202511,27,53000,102,5,개인,개인,2000,영통로90번길 4-27,-,중개거래,경기 수원시 영통구,26.01.27
3265,경기도 수원시 영통구 매탄동,810,810,0,삼성2,74.4,202511,27,39500,2,5,개인,개인,1989,매영로 10,-,중개거래,경기 수원시 영통구,26.02.06
3266,경기도 수원시 영통구 영통동,971-1,971,1,벽적골롯데,59.96,202511,27,54400,945,5,개인,개인,2002,덕영대로1555번길 20,-,중개거래,경기 수원시 영통구,26.03.17
3267,경기도 수원시 영통구 영통동,969-1,969,1,태영,84.88,202511,26,48950,932,1,개인,개인,1997,봉영로1517번길 73,-,중개거래,경기 화성시 병점구,26.02.02
3268,경기도 수원시 영통구 영통동,955-1,955,1,황골마을주공1,59.99,202511,26,46700,143,15,개인,개인,1997,영통로 498,-,중개거래,경기 수원시 영통구,26.02.04
3269,경기도 수원시 영통구 원천동,589,589,0,광교중흥에스클래스,98.933,202511,26,181000,103동,46,개인,개인,2019,광교호수공원로 277,-,중개거래,경기 수원시 영통구,26.03.16
3270,경기도 수원시 영통구 원천동,300-3,300,3,원천신미주,59.94,202511,26,23500,102,2,개인,개인,1996,삼성로 308,-,중개거래,경기 수원시 영통구,26.01.05
3271,경기도 수원시 영통구 망포동,718,718,0,센트럴하이츠,137.4029,202511,26,82000,309,16,개인,개인,2010,영통로154번길 51-16,-,중개거래,경기 수원시 영통구,26.01.29
3272,경기도 수원시 영통구 망포동,488,488,0,늘푸른벽산,84.925,202511,26,47900,113,13,개인,개인,2000,영통로90번길 4-27,-,중개거래,경기 수원시 영통구,26.01.27
3273,경기도 수원시 영통구 망포동,698,698,0,엘지동수원자이,109.0998,202511,26,64000,307,22,개인,개인,2003,영통로 111,-,중개거래,경기 수원시 영통구,26.01.16
3274,경기도 수원시 영통구 망포동,766,766,0,영통아이파크캐슬1단지,75.93,202511,26,95000,115동,7,개인,개인,2019,덕영대로 1410,-,중개거래,경기 수원시 영통구,26.02.27
3275,경기도 수원시 영통구 망포동,725,725,0,영통SKVIEW,59.5761,202511,26,74500,104동,19,개인,개인,2016,영통로200번길 112,-,중개거래,경기 수원시 영통구,26.02.24
3276,경기도 수원시 영통구 망포동,760,760,0,영통아이파크캐슬2단지,84.69,202511,26,88000,207동,23,개인,개인,2019,덕영대로 1400,-,중개거래,경기 수원시 영통구,26.02.03
3277,경기도 수원시 영통구 영통동,970-3,970,3,벽적골9단지주공,59.39,202511,26,53700,912,14,개인,개인,1999,봉영로1517번길 27,-,중개거래,경기 수원시 영통구,26.01.22
3278,경기도 수원시 영통구 영통동,964-5,964,5,신나무실휴먼시아5단지,49.59,202511,26,32500,517,15,개인,개인,1997,영통로290번길 25,-,중개거래,경기 수원시 영통구,26.02.25
3279,경기도 수원시 영통구 영통동,957-6,957,6,영통에듀파크(321동~327동),84.96,202511,26,74000,322,4,개인,개인,1997,청명로 132,-,중개거래,경기 수원시 영통구,25.12.19
3280,경기도 수원시 영통구 망포동,686,686,0,동수원자이1차,126.3534,202511,25,62000,110,18,개인,개인,2001,태장로82번길 32,-,중개거래,경기 수원시 영통구,26.03.16
3281,경기도 수원시 영통구 망포동,686,686,0,동수원자이1차,84.9688,202511,25,59000,108,22,개인,개인,2001,태장로82번길 32,-,중개거래,경기 수원시 영통구,26.03.16
3282,경기도 수원시 영통구 망포동,790,790,0,영통아이파크캐슬3단지,84.73,202511,25,92000,309동,7,개인,개인,2022,망포로84번길 10,-,중개거래,경기 수원시 영통구,26.01.19
3283,경기도 수원시 영통구 망포동,790,790,0,영통아이파크캐슬3단지,59.83,202511,25,72000,306동,12,개인,개인,2022,망포로84번길 10,-,중개거래,경기 수원시 영통구,26.03.09
3284,경기도 수원시 영통구 망포동,691,691,0,망포마을쌍용1차,84.8697,202511,25,64500,102,11,개인,개인,2002,영통로173번길 37,-,중개거래,"경기 수원시 영통구, 경기 화성시 병점구",26.02.09
3285,경기도 수원시 영통구 망포동,727,727,0,e편한세상영통2차(2단지),74.5822,202511,25,59500,202,3,개인,개인,2016,봉영로 1432-36,-,중개거래,"경기 수원시 권선구, 경기 수원시 영통구",26.02.24
3286,경기도 수원시 영통구 망포동,810,810,0,영통롯데캐슬엘클래스2단지,84.9835,202511,25,81000,203동,9,개인,개인,2022,망포로48번길 7,-,중개거래,경기 수원시 영통구,26.02.13
3287,경기도 수원시 영통구 이의동,1184,1184,0,광교호반베르디움,122.051,202511,25,107500,8706,11,개인,개인,2011,웰빙타운로 70,-,중개거래,"경기 수원시 영통구, 경기 수원시 장안구",26.02.19
3288,경기도 수원시 영통구 이의동,1353,1353,0,자연앤자이2단지,125.21,202511,25,178000,5201,4,개인,개인,2012,에듀타운로 65,-,중개거래,경기 수원시 영통구,26.02.26
3289,경기도 수원시 영통구 하동,1013,1013,0,광교더리브,84.81,202511,25,137500,-,24,개인,개인,2013,센트럴파크로 34,20251209,중개거래,경기 수원시 영통구,-
3290,경기도 수원시 영통구 하동,1001,1001,0,광교더포레스트,84.81,202511,25,82300,-,2,개인,개인,2013,광교마을로 156,20251222,중개거래,경기 수원시 영통구,-
3291,경기도 수원시 영통구 하동,1001,1001,0,광교더포레스트,84.81,202511,25,86000,4004,14,개인,개인,2013,광교마을로 156,-,중개거래,"경기 수원시 영통구, 경기 의왕시",26.03.03
3292,경기도 수원시 영통구 하동,1013,1013,0,광교더리브,84.81,202511,25,137500,6205,24,개인,개인,2013,센트럴파크로 34,-,중개거래,경기 수원시 영통구,26.03.06
3293,경기도 수원시 영통구 하동,1001,1001,0,광교더포레스트,84.81,202511,25,82300,4002,2,개인,개인,2013,광교마을로 156,-,중개거래,경기 수원시 영통구,26.01.16
3294,경기도 수원시 영통구 매탄동,810-2,810,2,동남,49.68,202511,25,29700,4,13,개인,법인,1989,동수원로 432,-,중개거래,"경기 수원시 권선구, 경기 수원시 영통구",26.02.13
3295,경기도 수원시 영통구 영통동,955-1,955,1,황골마을주공1,59.99,202511,25,41500,137,2,개인,개인,1997,영통로 498,-,중개거래,경기 수원시 영통구,26.01.30
3296,경기도 수원시 영통구 영통동,971-1,971,1,벽적골롯데,49.71,202511,25,45800,944,7,개인,개인,2002,덕영대로1555번길 20,-,중개거래,경기 수원시 영통구,26.02.20
3297,경기도 수원시 영통구 영통동,1053-2,1053,2,풍림,84.84,202511,25,53500,231,15,개인,개인,1997,봉영로1744번길 11,-,중개거래,경기 수원시 영통구,26.02.20
3298,경기도 수원시 영통구 영통동,1166,1166,0,청명센트레빌,84.9466,202511,25,65000,103,17,개인,개인,2013,영통로525번길 35,-,중개거래,경기 수원시 영통구,26.02.24
3299,경기도 수원시 영통구 영통동,955-1,955,1,황골마을주공1,59.99,202511,25,45000,128,16,개인,개인,1997,영통로 498,-,중개거래,경기 수원시 영통구,26.02.27
3300,경기도 수원시 영통구 영통동,956-2,956,2,청명마을대우,99.87,202511,25,97000,306,5,개인,개인,1998,영통로 460,-,중개거래,경기 수원시 영통구,26.01.15
3301,경기도 수원시 영통구 영통동,957-6,957,6,영통에듀파크(331동~337동),84.96,202511,25,84500,337,13,개인,개인,1997,청명로 132,-,중개거래,경기 수원시 영통구,26.03.09
3302,경기도 수원시 영통구 영통동,968,968,0,신나무실동보,84.9,202511,25,61200,623,9,개인,개인,1997,봉영로1517번길 76,-,중개거래,경기 수원시 영통구,26.03.11
3303,경기도 수원시 영통구 영통동,1048-2,1048,2,청명마을(주공),59.99,202511,25,49500,410,14,개인,개인,1997,청명북로 81,-,중개거래,경기 수원시 영통구,26.03.09
3304,경기도 수원시 영통구 영통동,973-3,973,3,벽적골우성,59.84,202511,25,39800,826,2,개인,개인,1998,영통로 232,-,중개거래,경기 수원시 영통구,26.01.23
3305,경기도 수원시 영통구 영통동,955-1,955,1,황골마을주공1,59.99,202511,25,49500,142,10,개인,개인,1997,영통로 498,-,중개거래,경기 수원시 영통구,26.01.22
3306,경기도 수원시 영통구 망포동,728,728,0,힐스테이트영통,62.6303,202511,25,89300,107동,28,개인,개인,2017,덕영대로 1462-14,-,중개거래,경기 수원시 영통구,26.03.17
3307,경기도 수원시 영통구 이의동,1226,1226,0,광교 해모로 아파트,84.63,202511,24,71000,8002,6,개인,개인,2011,광교로 286,-,중개거래,경기 수원시 영통구,26.02.27
3308,경기도 수원시 영통구 매탄동,1352,1352,0,매탄위브하늘채,59.9845,202511,24,61300,130,14,개인,개인,2008,효원로 363,-,중개거래,경기 수원시 영통구,26.02.09
3309,경기도 수원시 영통구 매탄동,176,176,0,현대힐스테이트,127.908,202511,24,71500,114,4,개인,개인,2006,권광로260번길 36,-,중개거래,경기 수원시 영통구,26.02.10
3310,경기도 수원시 영통구 매탄동,176,176,0,현대힐스테이트,84.975,202511,24,59700,128,2,개인,개인,2006,권광로260번길 36,-,중개거래,경기 수원시 영통구,26.02.10
3311,경기도 수원시 영통구 영통동,964-5,964,5,신나무실휴먼시아5단지,59.99,202511,24,36800,505,18,개인,개인,1997,영통로290번길 25,-,중개거래,경기 수원시 영통구,26.02.13
3312,경기도 수원시 영통구 원천동,96-1,96,1,삼부리치안,22.7225,202511,24,12600,-,12,개인,개인,2019,중부대로 335,-,중개거래,경기 수원시 영통구,25.12.02
3313,경기도 수원시 영통구 원천동,548,548,0,원천레이크파크,59.99,202511,24,45400,203,7,개인,개인,1999,중부대로448번길 28,-,중개거래,경기 수원시 영통구,26.01.12
3314,경기도 수원시 영통구 신동,939,939,0,래미안영통마크원1단지,84.94,202511,24,77000,105,15,개인,개인,2013,권선로908번길 72,-,중개거래,"경기 성남시 분당구, 경기 수원시 영통구",26.01.23
3315,경기도 수원시 영통구 이의동,1200,1200,0,광교2차e편한세상,84.6861,202511,24,105000,8503,3,개인,개인,2011,웰빙타운로 50,-,중개거래,경기 수원시 영통구,26.03.06
3316,경기도 수원시 영통구 망포동,723,723,0,한양수자인,122.3994,202511,24,90000,107,3,개인,개인,2013,영통로154번길 56,-,중개거래,경기 수원시 영통구,26.01.13
3317,경기도 수원시 영통구 망포동,725,725,0,영통SKVIEW,59.5404,202511,24,75000,101동,10,개인,개인,2016,영통로200번길 112,-,중개거래,경기 수원시 영통구,26.02.27
3318,경기도 수원시 영통구 망포동,790,790,0,영통아이파크캐슬3단지,59.83,202511,24,71000,308동,16,개인,개인,2022,망포로84번길 10,-,중개거래,"경기 수원시 영통구, 경기 화성시 병점구",26.02.13
3319,경기도 수원시 영통구 망포동,760,760,0,영통아이파크캐슬2단지,75.93,202511,24,84700,203동,9,개인,개인,2019,덕영대로 1400,-,중개거래,경기 수원시 영통구,26.02.19
3320,경기도 수원시 영통구 망포동,760,760,0,영통아이파크캐슬2단지,75.93,202511,24,84500,204동,10,개인,개인,2019,덕영대로 1400,-,중개거래,경기 수원시 영통구,26.01.30
3321,경기도 수원시 영통구 망포동,728,728,0,힐스테이트영통,84.8897,202511,24,117300,108동,27,개인,개인,2017,덕영대로 1462-14,-,중개거래,경기 수원시 영통구,26.01.30
3322,경기도 수원시 영통구 영통동,973-3,973,3,벽적골우성,59.84,202511,24,46000,825,5,개인,개인,1998,영통로 232,-,중개거래,"경기 성남시 분당구, 경기 수원시 영통구",26.02.27
3323,경기도 수원시 영통구 영통동,969-1,969,1,태영,84.88,202511,24,60000,932,3,개인,개인,1997,봉영로1517번길 73,-,중개거래,경기 수원시 영통구,26.02.26
3324,경기도 수원시 영통구 영통동,987-1,987,1,영통e-편한세상,84.98,202511,24,43000,102,1,개인,개인,2007,영통로200번길 239,-,중개거래,경기 수원시 영통구,25.12.29
3325,경기도 수원시 영통구 영통동,964-5,964,5,신나무실휴먼시아5단지,59.99,202511,24,38000,503,13,개인,개인,1997,영통로290번길 25,-,중개거래,경기 수원시 영통구,26.02.20
3326,경기도 수원시 영통구 망포동,766,766,0,영통아이파크캐슬1단지,105.86,202511,24,133000,103동,19,개인,개인,2019,덕영대로 1410,-,중개거래,경기 수원시 영통구,26.01.26
3327,경기도 수원시 영통구 원천동,606,606,0,광교호반베르디움,59.9306,202511,23,92300,1001,23,개인,개인,2014,광교호수공원로 45,-,중개거래,경기 수원시 영통구,26.03.16
3328,경기도 수원시 영통구 하동,1001,1001,0,광교더포레스트,84.81,202511,22,82000,4003,28,개인,개인,2013,광교마을로 156,-,중개거래,경기 수원시 영통구,26.02.10
3329,경기도 수원시 영통구 영통동,989-2,989,2,현대,134.76,202511,22,105000,726,15,개인,개인,1998,매영로 366,-,중개거래,경기 수원시 영통구,26.03.03
3330,경기도 수원시 영통구 영통동,964-5,964,5,신나무실휴먼시아5단지,59.99,202511,22,37400,518,17,개인,개인,1997,영통로290번길 25,-,중개거래,경기 수원시 영통구,26.02.26
3331,경기도 수원시 영통구 하동,1001,1001,0,광교더포레스트,101.82,202511,22,87200,4009,7,개인,개인,2013,광교마을로 156,-,중개거래,경기 수원시 영통구,26.02.27
3332,경기도 수원시 영통구 영통동,956-2,956,2,청명마을대우,134.64,202511,22,103500,301,5,개인,개인,1998,영통로 460,-,중개거래,경기 수원시 영통구,26.01.30
3333,경기도 수원시 영통구 원천동,606,606,0,광교호반베르디움,84.9424,202511,22,130000,1004,24,개인,개인,2014,광교호수공원로 45,-,중개거래,경기 수원시 영통구,26.02.24
3334,경기도 수원시 영통구 영통동,969-1,969,1,삼성,84.93,202511,22,63700,925,8,개인,개인,1997,봉영로1517번길 73,-,중개거래,경기 수원시 영통구,26.02.24
3335,경기도 수원시 영통구 이의동,1326,1326,0,광교e편한세상,120.7597,202511,21,194000,6114,25,개인,개인,2012,센트럴타운로 76,-,중개거래,경기 수원시 영통구,26.01.30
3336,경기도 수원시 영통구 매탄동,1274,1274,0,우남퍼스트빌,130.727,202511,21,68500,208,15,개인,개인,2002,매탄로 82,-,중개거래,"경기 수원시 권선구, 경기 수원시 영통구",26.01.27
3337,경기도 수원시 영통구 하동,1032,1032,0,광교모아엘가레이크파크,59.73,202511,21,70000,2101,19,개인,개인,2014,광교호수로152번길 80,-,중개거래,경기 수원시 영통구,26.01.05
3338,경기도 수원시 영통구 하동,1013,1013,0,광교더리브,84.92,202511,21,118000,6204,13,개인,개인,2013,센트럴파크로 34,-,중개거래,경기 수원시 영통구,26.02.23
3339,경기도 수원시 영통구 하동,1021,1021,0,힐스테이트광교,97.5548,202511,21,154800,101,33,개인,개인,2018,센트럴파크로 6,-,중개거래,경기 수원시 영통구,26.02.13
3340,경기도 수원시 영통구 하동,1001,1001,0,광교더포레스트,84.81,202511,21,80000,4013,2,개인,개인,2013,광교마을로 156,-,중개거래,"경기 수원시 영통구, 경기 용인시 수지구",26.02.10
3341,경기도 수원시 영통구 이의동,1326,1326,0,광교e편한세상,119.7187,202511,21,179000,6115,9,개인,개인,2012,센트럴타운로 76,-,중개거래,경기 수원시 영통구,26.02.27
3342,경기도 수원시 영통구 신동,940,940,0,래미안영통마크원2단지,84.94,202511,21,84500,203,19,개인,개인,2013,삼성로 11,-,중개거래,경기 수원시 영통구,26.03.17
3343,경기도 수원시 영통구 신동,940,940,0,래미안영통마크원2단지,84.94,202511,21,74000,206,3,개인,개인,2013,삼성로 11,-,중개거래,경기 수원시 영통구,26.02.10
3344,경기도 수원시 영통구 원천동,589,589,0,광교중흥에스클래스,109.6186,202511,21,184000,110동,42,개인,개인,2019,광교호수공원로 277,-,중개거래,경기 수원시 영통구,26.01.30
3345,경기도 수원시 영통구 망포동,707,707,0,방죽마을영통뜨란채,84.72,202511,21,54300,1005,22,개인,개인,2005,영통로200번길 156,-,중개거래,경기 수원시 영통구,26.02.25
3346,경기도 수원시 영통구 망포동,760,760,0,영통아이파크캐슬2단지,84.69,202511,21,94000,202동,11,개인,개인,2019,덕영대로 1400,-,중개거래,경기 수원시 영통구,26.02.09
3347,경기도 수원시 영통구 망포동,707,707,0,방죽마을영통뜨란채,84.72,202511,21,52200,1002,4,개인,개인,2005,영통로200번길 156,-,중개거래,경기 수원시 영통구,26.01.30
3348,경기도 수원시 영통구 망포동,760,760,0,영통아이파크캐슬2단지,84.69,202511,21,91000,202동,9,개인,개인,2019,덕영대로 1400,-,중개거래,경기 수원시 영통구,26.01.27
3349,경기도 수원시 영통구 망포동,760,760,0,영통아이파크캐슬2단지,75.93,202511,21,85000,206동,21,개인,개인,2019,덕영대로 1400,-,중개거래,경기 수원시 영통구,26.01.29
3350,경기도 수원시 영통구 영통동,956-2,956,2,청명마을동신,99.87,202511,21,90000,-,14,개인,개인,1998,영통로 460,-,중개거래,경기 수원시 영통구,-
3351,경기도 수원시 영통구 영통동,955-1,955,1,황골마을주공1,49.76,202511,21,40000,121,12,개인,개인,1997,영통로 498,-,중개거래,경기 수원시 영통구,26.02.06
3352,경기도 수원시 영통구 영통동,970-3,970,3,벽적골9단지주공,59.39,202511,21,53500,902,4,개인,개인,1999,봉영로1517번길 27,-,중개거래,경기 수원시 영통구,26.02.23
3353,경기도 수원시 영통구 망포동,810,810,0,영통롯데캐슬엘클래스2단지,84.9835,202511,21,79800,202동,4,개인,개인,2022,망포로48번길 7,-,중개거래,경기 수원시 영통구,26.01.06
3354,경기도 수원시 영통구 망포동,683,683,0,망포현대2아이파크,101.9522,202511,21,60700,204,14,개인,개인,2002,태장로 45,-,중개거래,경기 수원시 영통구,26.02.27
3355,경기도 수원시 영통구 망포동,790,790,0,영통아이파크캐슬3단지,59.92,202511,21,68000,308동,6,개인,개인,2022,망포로84번길 10,-,중개거래,경기 수원시 영통구,26.01.19
3356,경기도 수원시 영통구 망포동,760,760,0,영통아이파크캐슬2단지,84.69,202511,21,92000,209동,18,개인,개인,2019,덕영대로 1400,-,중개거래,경기 수원시 영통구,26.01.15
3357,경기도 수원시 영통구 이의동,1339,1339,0,자연앤자이3단지,125.6,202511,21,175000,5302,30,개인,개인,2012,도청로17번길 23,-,중개거래,경기 수원시 영통구,26.01.27
3358,경기도 수원시 영통구 이의동,1344,1344,0,자연앤힐스테이트,84.28,202511,20,169000,5412,14,개인,개인,2012,도청로 65,-,중개거래,"경기 수원시 영통구, 서울 영등포구",26.02.26
3359,경기도 수원시 영통구 영통동,970-3,970,3,벽적골9단지주공,59.39,202511,20,41000,906,1,개인,개인,1999,봉영로1517번길 27,-,중개거래,"경기 수원시 영통구, 경기 화성시",26.01.07
3360,경기도 수원시 영통구 영통동,988-2,988,2,살구골마을진덕서광성지동아,101.25,202511,20,55000,712,6,개인,개인,1998,봉영로 1526,-,직거래,-,25.12.15
3361,경기도 수원시 영통구 영통동,973-3,973,3,벽적골한신,59.84,202511,20,48200,813,7,개인,개인,1997,영통로 232,-,중개거래,경기 수원시 영통구,26.01.30
3362,경기도 수원시 영통구 영통동,964-5,964,5,신나무실휴먼시아5단지,59.99,202511,20,38200,-,17,개인,개인,1997,영통로290번길 25,20251125,중개거래,경기 수원시 영통구,-
3363,경기도 수원시 영통구 매탄동,810-1,810,1,현대,125.25,202511,20,57700,102,13,개인,법인,1989,동수원로 448,-,중개거래,경기 수원시 영통구,26.02.13
3364,경기도 수원시 영통구 망포동,683,683,0,망포현대2아이파크,84.9945,202511,20,58500,203,2,개인,개인,2002,태장로 45,-,중개거래,경기 수원시 영통구,26.01.14
3365,경기도 수원시 영통구 망포동,686,686,0,동수원자이1차,147.5852,202511,20,62000,112,8,개인,개인,2001,태장로82번길 32,-,중개거래,경기 수원시 영통구,26.01.16
3366,경기도 수원시 영통구 하동,994,994,0,광교호수마을호반써밋,84.85,202511,20,120000,3007,22,개인,개인,2011,법조로 134,-,중개거래,"경기 수원시 영통구, 서울 동대문구",26.02.27
3367,경기도 수원시 영통구 하동,994,994,0,광교호수마을호반써밋,176.86,202511,20,200000,3010,36,개인,개인,2011,법조로 134,-,중개거래,경기 고양시 일산동구,25.12.04
3368,경기도 수원시 영통구 망포동,728,728,0,힐스테이트영통,84.8897,202511,20,105300,104동,18,개인,개인,2017,덕영대로 1462-14,-,중개거래,경기 수원시 영통구,26.01.29
3369,경기도 수원시 영통구 원천동,606,606,0,광교호반베르디움,84.9424,202511,20,128500,1005,10,개인,개인,2014,광교호수공원로 45,-,중개거래,경기 수원시 영통구,26.01.30
3370,경기도 수원시 영통구 원천동,628,628,0,영흥숲푸르지오파크비엔,84.9839,202511,20,91000,110동,5,개인,개인,2023,영흥숲길 50,-,중개거래,경기 수원시 영통구,26.01.30
3371,경기도 수원시 영통구 원천동,628,628,0,영흥숲푸르지오파크비엔,84.9839,202511,20,96000,110동,13,개인,개인,2023,영흥숲길 50,-,중개거래,"경기 수원시 영통구, 경기 화성시 동탄구",26.02.02
3372,경기도 수원시 영통구 망포동,800,800,0,영통자이,59.9614,202511,20,59200,105,26,개인,개인,2022,영통로89번길 83,-,중개거래,경기 수원시 영통구,26.02.05
3373,경기도 수원시 영통구 이의동,1304,1304,0,래미안광교,97.77,202511,20,147000,6304,14,개인,개인,2012,센트럴파크로 60,-,중개거래,경기 수원시 영통구,26.01.28
3374,경기도 수원시 영통구 매탄동,1282,1282,0,주공그린빌5,49.8,202511,20,35000,502,3,개인,개인,2002,동탄원천로881번길 35,-,중개거래,경기 수원시 영통구,25.11.27
3375,경기도 수원시 영통구 매탄동,1352,1352,0,매탄위브하늘채,84.7807,202511,20,75000,135,5,개인,개인,2008,효원로 363,-,중개거래,경기 수원시 영통구,26.02.10
3376,경기도 수원시 영통구 영통동,964-5,964,5,신나무실휴먼시아5단지,59.99,202511,20,38200,518,17,개인,개인,1997,영통로290번길 25,-,중개거래,경기 수원시 영통구,26.01.23
3377,경기도 수원시 영통구 영통동,1048-2,1048,2,청명마을(주공),59.99,202511,20,51900,405,17,개인,개인,1997,청명북로 81,-,중개거래,경기 수원시 영통구,26.01.19
3378,경기도 수원시 영통구 하동,1001,1001,0,광교더포레스트,74.97,202511,19,79500,4016,25,개인,개인,2013,광교마을로 156,-,중개거래,"경기 부천시 원미구, 경기 수원시 영통구",26.01.26
3379,경기도 수원시 영통구 이의동,1367,1367,0,자연앤자이1단지,116.43,202511,19,165000,5102,27,개인,개인,2012,에듀타운로 35,-,중개거래,경기 수원시 영통구,26.02.19
3380,경기도 수원시 영통구 원천동,604,604,0,광교더샵,91.3216,202511,19,123000,105,20,개인,개인,2018,광교호수로 15,-,중개거래,경기 수원시 영통구,26.02.20
3381,경기도 수원시 영통구 원천동,604,604,0,광교더샵,84.2888,202511,19,125000,103,13,개인,개인,2018,광교호수로 15,-,중개거래,경기 수원시 영통구,26.02.24
3382,경기도 수원시 영통구 이의동,1252,1252,0,광교역참누리포레스트,59.5477,202511,19,72800,7001,7,개인,개인,2015,대학3로 55,-,중개거래,경기 수원시 영통구,25.12.31
3383,경기도 수원시 영통구 매탄동,164-10,164,10,우성,59.94,202511,19,28000,101,13,개인,개인,1998,권광로290번길 34-18,-,중개거래,경기 수원시 영통구,26.02.12
3384,경기도 수원시 영통구 영통동,970-3,970,3,벽적골9단지주공,49.26,202511,19,41800,-,7,개인,개인,1999,봉영로1517번길 27,20251126,중개거래,경기 수원시 영통구,-
3385,경기도 수원시 영통구 영통동,970-3,970,3,벽적골9단지주공,49.26,202511,19,41800,903,7,개인,개인,1999,봉영로1517번길 27,-,중개거래,경기 수원시 영통구,26.01.28
3386,경기도 수원시 영통구 영통동,957-6,957,6,영통에듀파크(321동~327동),84.96,202511,19,87000,321,17,개인,개인,1997,청명로 132,-,중개거래,경기 수원시 영통구,26.01.29
